Country,City,Latitude,Longitude
br,sao jose do rio preto,-20.8,-49.383333
br,sao jose dos campos,-23.183333,-45.883333
br,sao jose dos pinhais,-25.516667,-49.216667
br,sao jose,-27.633333,-48.65
br,sao leopoldo,-29.766667,-51.15
br,sao lourenco da mata,-8,-35.05
br,sao lourenco da serra,-23.866667,-46.95
br,sao lourenco do oeste,-26.4,-52.766667
br,sao lourenco do sul,-31.366667,-51.966667
br,sao lourenco,-22.116667,-45.05
br,sao luis de montes belos,-16.533333,-50.333333
br,sao luis do quitunde,-9.333333,-35.55
br,sao luis,-2.516667,-44.266667
br,sao luiz gonzaga,-28.4,-54.966667
br,sao manuel,-22.733333,-48.566667
br,sao marcos,-28.966667,-51.066667
br,sao mateus do maranhao,-4.033333,-44.466667
br,sao mateus do sul,-25.866667,-50.383333
br,sao mateus,-18.733333,-39.85
br,sao miguel do araguaia,-13.316667,-50.216667
br,sao miguel do guama,-1.616667,-47.45
br,sao miguel do iguacu,-25.35,-54.166667
br,sao miguel do oeste,-26.75,-53.566667
br,sao miguel dos campos,-9.783333,-36.083333
br,sao miguel do tapuio,-5.5,-41.333333
br,sao miguel,-5.466667,-35.366667
br,sao paulo de olivenca,-3.45,-68.8
br,sao paulo do potengi,-5.916667,-35.75
br,sao paulo,-23.473293,-46.665803
br,sao pedro da aldeia,-22.85,-42.1
br,sao pedro do piaui,-5.933333,-42.716667
br,sao pedro do sul,-29.616667,-54.166667
br,sao pedro,-22.55,-47.9
br,sao raimundo das mangabeiras,-7.016667,-45.483333
br,sao raimundo nonato,-9.016667,-42.7
br,sao roque,-23.528458,-47.135273
br,sao sebastiao do cai,-29.583333,-51.383333
br,sao sebastiao do paraiso,-20.916667,-47
br,sao sebastiao do passe,-12.516667,-38.466667
br,sao sebastiao,-9.933333,-36.566667
br,sao sebastiao,-23.8,-45.416667
br,sao sepe,-30.166667,-53.566667
br,sao simao,-21.5,-47.55
br,sao tome,-5.971389,-36.073611
br,sao vicente,-23.966667,-46.383333
br,sape,-7.1,-35.216667
br,sapiranga,-29.633333,-51
br,sapucaia,-22,-42.9
br,sapucaia,-29.833333,-51.15
br,saquarema,-22.933333,-42.5
br,sarandi,-23.433333,-51.866667
br,sarandi,-27.933333,-52.916667
br,sarzedo,-20.033333,-44.15
br,satuba,-9.566667,-35.816667
br,saubara,-12.75,-38.75
br,schroeder,-26.433333,-49.066667
br,seabra,-12.416667,-41.766667
br,seara,-27.116667,-52.283333
br,senador canedo,-16.716667,-49.083333
br,senador guiomard,-10.166667,-67.833333
br,senador jose porfirio,-2.583333,-51.916667
br,senador pompeu,-5.583333,-39.366667
br,sena madureira,-9.066667,-68.666667
br,senges,-24.1,-49.483333
br,senhor do bonfim,-10.45,-40.183333
br,sento se,-9.666667,-41.3
br,seropedica,-22.747222,-43.716944
br,serra branca,-6.533333,-38.266667
br,serrana,-21.233333,-47.6
br,serra negra,-22.6,-46.7
br,serra,-20.116667,-40.3
br,serra talhada,-7.983333,-38.3
br,serrinha,-11.65,-39
br,serro,-18.616667,-43.383333
br,sertania,-8.083333,-37.266667
br,sertanopolis,-23.066667,-51.033333
br,sertaozinho,-21.133333,-47.983333
br,sete lagoas,-19.45,-44.233333
br,severiano melo,-5.766667,-37.95
br,severinia,-20.833333,-48.8
br,sideropolis,-28.583333,-49.433333
br,sidrolandia,-20.916667,-54.966667
br,silva jardim,-22.466667,-42.3
br,silvania,-16.666667,-48.6
br,simao dias,-10.733333,-37.816667
br,simoes,-7.6,-40.816667
br,simplicio mendes,-7.85,-41.9
br,sitio novo do tocantins,-5.518333,-47.461111
br,sobradinho,-12.5,-39.116667
br,sobradinho,-29.4,-53.05
br,sobral,-3.7,-40.35
br,socorro,-22.6,-46.533333
br,solanea,-6.75,-35.65
br,soledade,-7.05,-36.35
br,soledade,-28.833333,-52.5
br,sombrio,-29.116667,-49.666667
br,sorocaba,-23.483333,-47.45
br,soure,-.733333,-48.516667
br,sousa,-6.75,-38.233333
br,sumare,-22.8,-47.283333
br,sume,-7.65,-36.916667
br,surubim,-7.833333,-35.75
br,suzano,-23.533333,-46.333333
br,tabatinga,-4.240833,-69.942222
br,tabatinga,-21.716667,-48.683333
br,tabira,-7.583333,-37.55
br,taboao da serra,-23.6,-46.766667
br,tabuleiro do norte,-5.25,-38.116667
br,taguatinga,-12.465556,-46.366944
br,taiobeiras,-15.816667,-42.233333
br,taipu,-5.616667,-35.6
br,tamandare,-8.75,-35.1
br,tambau,-21.7,-47.266667
br,tamboril,-4.833333,-40.333333
br,tanabi,-20.616667,-49.616667
br,tangara,-6.183333,-35.816667
br,tangua,-22.733333,-42.716667
br,tanhacu,-14.016667,-41.283333
br,tapaua,-5.620278,-63.1875
br,tapejara,-23.683333,-52.883333
br,tapejara,-28.066667,-52
br,taperoa,-13.516667,-39.1
br,taperoa,-7.2,-36.816667
br,tapes,-30.666667,-51.383333
br,tapiramuta,-11.85,-40.783333
br,taquarana,-9.633333,-36.483333
br,taquara,-29.65,-50.783333
br,taquari,-29.8,-51.85
br,taquaritinga do norte,-7.9,-36.05
br,taquaritinga,-21.4,-48.5
br,taquarituba,-23.516667,-49.25
br,tarauaca,-8.166667,-70.766667
br,taruma,-22.75,-50.566667
br,tatui,-23.346655,-47.848368
br,taua,-5.966667,-40.3
br,taubate,-23.033333,-45.55
br,tavares,-7.633333,-37.9
br,tefe,-3.366667,-64.7
br,teixeira,-7.216667,-37.25
br,telemaco borba,-24.35,-50.616667
br,teodoro sampaio,-22.516667,-52.166667
br,teofilo otoni,-17.85,-41.5
br,terenos,-20.433333,-54.833333
br,teresina,-5.083333,-42.816667
br,teresopolis,-22.424064,-42.968013
br,terra boa,-23.75,-52.45
br,terra nova,-12.366667,-40.666667
br,terra rica,-22.716667,-52.633333
br,terra roxa,-23.855708,-50.031397
br,terra santa,-2.1,-56.483333
br,teutonia,-29.433333,-51.8
br,tiangua,-3.733333,-40.983333
br,tibagi,-24.5,-50.4
br,tiete,-23.100174,-47.714392
br,tijucas,-27.241111,-48.631389
br,timbauba,-7.516667,-35.316667
br,timbiras,-4.25,-43.95
br,timbo,-26.833333,-49.3
br,timon,-5.1,-42.816667
br,timoteo,-19.583333,-42.666667
br,tiradentes,-21.116667,-44.183333
br,tobias barreto,-11.183333,-38.016667
br,tocantinopolis,-6.324444,-47.277778
br,tocantins,-21.166667,-43.033333
br,toledo,-24.733333,-53.75
br,tomar do geru,-11.383333,-37.85
br,tome-acu,-2.416667,-48.15
br,tonantins,-2.783333,-67.783333
br,toritama,-8.016667,-36.066667
br,torres,-29.35,-49.733333
br,touros,-5.2,-35.466667
br,traipu,-9.966667,-36.983333
br,trairi,-3.283333,-39.25
br,tramandai,-29.966667,-50.133333
br,tremedal,-14.966667,-41.4
br,tremembe,-22.966667,-45.55
br,tres barras,-26.1,-50.316667
br,tres coracoes,-21.7,-45.266667
br,tres coroas,-29.533333,-50.8
br,tres de maio,-27.783333,-54.233333
br,tres lagoas,-20.8,-51.716667
br,tres passos,-27.45,-53.933333
br,tres pontas,-21.366667,-45.516667
br,tres rios,-22.111389,-43.207778
br,trindade,-16.666667,-49.5
br,trindade,-7.8,-40.283333
br,triunfo,-6.566667,-38.6
br,triunfo,-29.933333,-51.716667
br,tubarao,-28.5,-49.016667
br,tucano,-10.966667,-38.8
br,tucuma,-.183333,-50.05
br,tucurui,-3.7,-49.7
br,tuntum,-5.233333,-44.65
br,tupaciguara,-18.583333,-48.7
br,tupanatinga,-8.75,-37.333333
br,tupancireta,-29.083333,-53.85
br,tupa,-21.933333,-50.5
br,tupi paulista,-21.4,-51.566667
br,turiacu,-1.683333,-45.35
br,turmalina,-17.283333,-42.75
br,tutoia,-2.75,-42.266667
br,uarini,-2.916667,-65.133333
br,uaua,-9.833333,-39.466667
br,ubaira,-13.266667,-39.65
br,ubaitaba,-14.3,-39.333333
br,ubajara,-3.85,-40.933333
br,ubata,-14.2,-39.516667
br,ubatuba,-23.433333,-45.066667
br,uba,-21.116667,-42.933333
br,uberaba,-19.75,-47.916667
br,uberlandia,-18.916667,-48.3
br,uirauna,-6.516667,-38.416667
br,umarizal,-5.983333,-37.816667
br,umbauba,-11.366667,-37.65
br,umbuzeiro,-7.683333,-35.666667
br,umbuzeiro,-7.7,-35.666667
br,umirim,-3.683333,-39.333333
br,umuarama,-23.75,-53.333333
br,unai,-16.383333,-46.883333
br,una,-15.3,-39.066667
br,uniao da victoria,-26.216667,-51.083333
br,uniao dos palmares,-9.166667,-36.033333
br,uniao,-4.583333,-42.866667
br,upanema,-5.644444,-37.257778
br,urbano santos,-3.2,-43.383333
br,uruacu,-14.5,-49.166667
br,uruana,-15.5,-49.683333
br,uruburetama,-3.633333,-39.5
br,urucara,-2.536667,-57.758056
br,urucuca,-14.583333,-39.266667
br,urucui,-7.233333,-44.55
br,urucurituba,-2.683333,-57.666667
br,uruguaiana,-29.75,-57.083333
br,urupes,-21.216667,-49.283333
br,urussanga,-28.516667,-49.316667
br,utinga,-10.983333,-42.95
br,vacaria,-28.5,-50.933333
br,valenca do piaui,-6.4,-41.75
br,valenca,-13.366667,-39.083333
br,valenca,-22.241944,-43.701389
br,valente,-11.566667,-39.45
br,valinhos,-22.95,-47.016667
br,valparaiso,-21.216667,-50.85
br,vargem alta,-20.666667,-41
br,vargem grande do sul,-21.833333,-46.883333
br,vargem grande,-3.55,-43.933333
br,varginha,-21.55,-45.433333
br,varjota,-4.133333,-40.5
br,varzea alegre,-5.35,-40.383333
br,varzea da palma,-17.6,-44.733333
br,varzea grande,-15.65,-56.133333
br,varzea paulista,-23.2,-46.833333
br,varzelandia,-15.7,-44.033333
br,vassouras,-22.406111,-43.664167
br,vazante,-18,-46.9
br,venancio aires,-29.6,-52.183333
br,vera cruz,-12.633333,-41.033333
br,veranopolis,-28.95,-51.55
br,vespasiano,-19.666667,-43.916667
br,viamao,-30.083333,-51.033333
br,viana,-20.383333,-40.5
br,viana,-3.216667,-45
br,vianopolis,-16.75,-48.533333
br,vicencia,-7.666667,-35.333333
br,vicosa do ceara,-3.566667,-41.083333
br,vicosa,-9.4,-36.233333
br,vicosa,-20.75,-42.883333
br,videira,-27,-51.133333
br,vigia,-.8,-48.133333
br,vila velha,-20.333333,-40.283333
br,vilhena,-12.716667,-60.116667
br,vinhedo,-23.016667,-46.983333
br,viradouro,-20.883333,-48.3
br,visconde do rio branco,-21.016667,-42.833333
br,viseu,-1.2,-46.116667
br,vitoria da conquista,-14.85,-40.85
br,vitoria de santo antao,-8.116667,-35.3
br,vitoria do mearim,-3.466667,-44.883333
br,vitoria,-20.316667,-40.35
br,vitorino freire,-4.066667,-45.166667
br,volta redonda,-22.533333,-44.116667
br,votorantim,-23.541318,-47.444671
br,wanderlandia,-6.835833,-47.799167
br,wenceslau braz,-23.85,-49.8
br,xambioa,-6.4325,-48.381944
br,xanxere,-26.883333,-52.383333
br,xapuri,-10.65,-68.516667
br,xaxim,-26.933333,-52.516667
br,xique-xique,-10.833333,-42.733333
bs,alice town,25.7166667,-79.3
bs,andros town,24.7,-77.7666667
bs,clarence town,23.1,-74.9833333
bs,cockburn town,24.0333333,-74.5166667
bs,dunmore town,25.5,-76.65
bs,freeport,26.5333333,-78.7
bs,high rock,26.6208333,-78.2833333
bs,marsh harbour,26.55,-77.05
bs,nassau,25.0833333,-77.35
bs,rock sound,24.9,-76.2
bt,chhukha,27.0666667,89.5833333
bt,damphu,27.0166667,90.1
bt,gasa,27.9166667,89.6833333
bt,geylegphug,26.85,90.5
bt,ha,27.3666667,89.2833333
bt,jakar,27.55,90.7333333
bt,lhuntshi,27.65,91.15
bt,mongar,27.25,91.2
bt,paro,27.4333333,89.4166667
bt,pemagatsel,27.0333333,91.45
bt,phuntsholing,26.85,89.3833333
bt,punakha,27.6166667,89.8666667
bt,samdrup jongkhar,26.8166667,91.5666667
bt,shemgang,27.2333333,90.65
bt,taga dzong,27.0666667,89.8833333
bt,tashigang,27.3166667,91.5666667
bt,tongsa,27.5166667,90.5
bt,wangdiphodrang,27.4833333,89.9
bw,boatlaname,-23.6,25.8333333
bw,bobonong,-21.9666667,28.3333333
bw,bokaa,-24.45,26.0166667
bw,bokspits,-26.9,20.7
bw,bonwapitse,-23.0166667,26.6666667
bw,dekar,-21.5333333,21.9333333
bw,dutlwe,-23.9833333,23.9
bw,francistown,-21.1666667,27.5166667
bw,gabane,-24.6666667,25.7822222
bw,gaborone,-24.6463889,25.9119444
bw,ghanzi,-21.5666667,21.7833333
bw,gweta,-20.1833333,25.2333333
bw,hukuntsi,-24.0,21.75
bw,kachikau,-18.1666667,24.4666667
bw,kalakamati,-20.6333333,27.3
bw,kalamare,-22.8666667,26.5
bw,kang,-23.75,22.8333333
bw,kanye,-24.9833333,25.35
bw,kasane,-17.8166667,25.15
bw,khakhea,-24.65,23.5
bw,khudumelapye,-23.8833333,24.75
bw,kobojango,-21.8166667,28.7833333
bw,kopong,-24.4833333,25.8833333
bw,lehututu,-23.9666667,21.8666667
bw,lephepe,-23.3166667,25.8
bw,letlhakane,-21.4166667,25.5833333
bw,letlhakeng,-24.0666667,25.0333333
bw,lobatse,-25.2166667,25.6666667
bw,machaneng,-23.1833333,27.5
bw,mahalapye,-23.0666667,26.8333333
bw,makaleng,-20.9,27.2833333
bw,manyana,-23.4,21.7166667
bw,masunga,-20.6666667,27.4166667
bw,mathathane,-22.2666667,28.75
bw,maunatlala,-22.5666667,27.5666667
bw,maun,-19.9833333,23.4166667
bw,mmathubudukwane,-24.6,26.4333333
bw,mochudi,-24.4166667,26.15
bw,mogapi,-22.3333333,27.8333333
bw,mogapinyana,-22.3666667,27.6
bw,mogoditshane,-24.6269444,25.8655556
bw,moiyabana,-22.4333333,26.4166667
bw,mokobeng,-22.9833333,27.5833333
bw,molepolole,-24.4166667,25.5333333
bw,mookane,-23.7333333,26.6333333
bw,mopipi,-21.1833333,24.8833333
bw,mosetse,-20.75,26.65
bw,moshupa,-24.8,25.3833333
bw,nata,-20.2166667,26.1833333
bw,nkoyaphiri,-24.6322222,25.8313889
bw,nokaneng,-19.6666667,22.2666667
bw,orapa,-21.2833333,25.3666667
bw,otse,-25.0166667,25.7333333
bw,palapye,-22.55,27.1333333
bw,pandamatenga,-18.2666667,25.65
bw,pilane,-24.45,26.1333333
bw,pilikwe,-22.7833333,27.2333333
bw,ramotswa,-24.8666667,25.8166667
bw,ratholo,-22.6833333,27.5833333
bw,sebina,-20.8666667,27.25
bw,sefophe,-22.1833333,27.9666667
bw,sehithwa,-20.4666667,22.7166667
bw,sekoma,-24.4,23.8833333
bw,serowe,-22.3833333,26.7166667
bw,shakawe,-18.3666667,21.85
bw,tamasane,-22.3166667,27.3666667
bw,thamaga,-24.7166667,25.5333333
bw,tobane,-21.95,27.9
bw,tonota,-21.4833333,27.4833333
bw,tsabong,-26.05,22.45
bw,tshane,-24.0333333,21.9
bw,tsienyane,-21.0166667,24.3333333
bw,werda,-25.2666667,23.2833333
by,braslav,55.6338889,27.0538889
by,brest,52.1,23.7
by,disna,55.5666667,28.2166667
by,dzerzhinsk,53.685,27.1419444
by,gomel,52.4416667,30.9833333
by,haradok,55.4602778,30.0
by,horki,54.2833333,30.9911111
by,hrodna,53.6813889,23.8147222
by,ivanava,52.1325,25.5461111
by,kleck,53.0652778,26.6416667
by,kobryn,52.2161111,24.3663889
by,lida,53.8833333,25.2997222
by,lyuban,52.8,28.0
by,malaryta,51.7833333,24.0833333
by,masty,53.4077778,24.5327778
by,mazyr,52.05,29.2666667
by,minsk,53.9,27.5666667
by,navahrudak,53.6,25.8333333
by,orsha,54.5152778,30.4052778
by,pastavy,55.1163889,26.8338889
by,pinsk,52.1213889,26.0727778
by,salihorsk,52.8,27.5333333
by,senno,54.8041667,29.7044444
by,slonim,53.0866667,25.3219444
by,stolin,51.8833333,26.85
by,vawkavysk,53.1519444,24.4555556
by,zabinka,52.2005556,24.0233333
by,zlobin,52.8922222,30.0280556
bz,belize,17.4833333,-88.1833333
bz,belmopan,17.25,-88.7666667
bz,benque viejo,17.075,-89.1391667
bz,corozal,18.3833333,-88.3833333
bz,dangriga,16.9666667,-88.2166667
bz,orange walk,18.0666667,-88.55
bz,punta gorda,16.1,-88.8
bz,san ignacio,17.1561111,-89.0713889
bz,san pedro,17.9166667,-87.95
ca,abbotsford,49.05,-122.3
ca,acton,43.633333,-80.033333
ca,acton vale,45.633333,-72.566667
ca,airdrie,51.266667,-114.016667
ca,aklavik,68.216667,-135
ca,albanel,48.866667,-72.416667
ca,alberton,46.8,-64.066667
ca,aldergrove,49.06,-122.46
ca,alexandria,45.3,-74.633333
ca,alfred,45.55,-74.866667
ca,alliston,44.15,-79.866667
ca,alma,48.55,-71.65
ca,almonte,45.216667,-76.2
ca,altona,49.1,-97.566667
ca,amherst,45.833333,-64.2
ca,amherstburg,42.1,-83.1
ca,amos,48.566667,-78.116667
ca,amqui,48.466667,-67.433333
ca,antigonish,45.616667,-61.966667
ca,armstrong,50.45,-119.183333
ca,arnprior,45.433333,-76.366667
ca,arthur,43.833333,-80.533333
ca,asbestos,45.783333,-71.933333
ca,ashcroft,50.716667,-121.266667
ca,assiniboia,49.616667,-105.983333
ca,athabasca,54.716667,-113.266667
ca,atikokan,48.75,-91.616667
ca,attawapiskat,52.916667,-82.433333
ca,aylmer,42.783333,-80.983333
ca,ayr,43.283333,-80.45
ca,bagotville,48.35,-70.883333
ca,baie-comeau,49.216667,-68.15
ca,baie-saint-paul,47.433333,-70.5
ca,banff,51.166667,-115.566667
ca,barraute,48.433333,-77.633333
ca,barrhead,54.116667,-114.4
ca,barrie,44.383333,-79.7
ca,bassano,50.783333,-112.466667
ca,bathurst,47.6,-65.65
ca,bay roberts,47.583333,-53.3
ca,beamsville,43.166667,-79.466667
ca,beauceville,46.2,-70.766667
ca,beaumont,53.37,-113.41
ca,beaupre,47.05,-70.883333
ca,beausejour,50.066667,-96.516667
ca,beaverlodge,55.2,-119.45
ca,beaverton,44.433333,-79.15
ca,bedford,45.116667,-72.983333
ca,belleville,44.166667,-77.383333
ca,beloeil,45.566667,-73.2
ca,berthierville,46.083333,-73.166667
ca,berwick,45.033333,-64.733333
ca,betsiamites,48.95,-68.65
ca,biggar,52.05,-107.983333
ca,black diamond,50.7,-114.233333
ca,blackfalds,52.383333,-113.8
ca,blairmore,49.6,-114.433333
ca,blenheim,42.333333,-82
ca,blind river,46.183333,-82.95
ca,bobcaygeon,44.533333,-78.55
ca,boissevain,49.233333,-100.05
ca,bolton,43.883333,-79.733333
ca,bon accord,53.833333,-113.416667
ca,bonaventure,48.05,-65.466667
ca,bonavista,48.633333,-53.1
ca,bonnyville,54.267778,-110.750833
ca,botwood,49.15,-55.366667
ca,bow island,49.866667,-111.366667
ca,bracebridge,45.033333,-79.3
ca,bradford,44.116667,-79.566667
ca,brandon,49.833333,-99.95
ca,brantford,43.133333,-80.266667
ca,bridgetown,44.85,-65.15
ca,bridgewater,44.366667,-64.516667
ca,brighton,44.033333,-77.733333
ca,brockville,44.583333,-75.683333
ca,brooks,50.566667,-111.9
ca,brownsburg,45.683333,-74.4
ca,buckingham,45.583333,-75.416667
ca,burgeo,47.6,-57.633333
ca,burns lake,54.216667,-125.766667
ca,cabano,47.683333,-68.883333
ca,cache creek,50.8,-121.316667
ca,caledon east,43.866667,-79.866667
ca,caledonia,43.066667,-79.95
ca,calgary,51.083333,-114.083333
ca,calmar,53.25,-113.783333
ca,campbellford,44.3,-77.8
ca,campbell river,50.016667,-125.25
ca,campbellton,48,-66.666667
ca,camrose,53.016667,-112.816667
ca,canmore,51.1,-115.35
ca,cannington,44.35,-79.033333
ca,canora,51.633333,-102.433333
ca,cap-aux-meules,47.383333,-61.866667
ca,cap-chat,49.083333,-66.683333
ca,capreol,46.7,-80.916667
ca,caraquet,47.783333,-64.95
ca,carberry,49.866667,-99.35
ca,carbonear,47.733333,-53.25
ca,cardinal,44.783333,-75.366667
ca,cardston,49.2,-113.316667
ca,carleton place,45.133333,-76.133333
ca,carlyle,49.633333,-102.266667
ca,carman,49.5,-98
ca,carnduff,49.166667,-101.783333
ca,caronport,50.45,-105.816667
ca,carstairs,51.533333,-114.1
ca,casselman,45.3,-75.083333
ca,castlegar,49.316667,-117.666667
ca,catalina,48.516667,-53.083333
ca,causapscal,48.35,-67.216667
ca,chandler,48.333333,-64.666667
ca,channel-port aux basques,47.566667,-59.15
ca,chapais,49.783333,-74.866667
ca,chapleau,47.833333,-83.4
ca,charlottetown,46.233333,-63.133333
ca,chase,50.816667,-119.683333
ca,chatham,42.4,-82.183333
ca,chemainus,48.916667,-123.7
ca,chesley,44.3,-81.1
ca,chester,44.533333,-64.233333
ca,chestermere,51.03,-113.83
ca,chesterville,45.1,-75.216667
ca,chilliwack,49.166667,-121.95
ca,chute-aux-outardes,49.116667,-68.383333
ca,clairmont,55.266667,-118.8
ca,claresholm,50.033333,-113.583333
ca,clermont,47.683333,-70.233333
ca,clinton,43.6,-81.533333
ca,clyde river,70.45,-68.566667
ca,coaldale,49.733333,-112.616667
ca,coaticook,45.133333,-71.8
ca,cobourg,43.966667,-78.166667
ca,cochrane,51.2,-114.45
ca,cochrane,49.066667,-81.016667
ca,colborne,44.016667,-77.883333
ca,colchester,41.983333,-82.933333
ca,collingwood,44.5,-80.216667
ca,contrecoeur,45.85,-73.233333
ca,cookshire,45.416667,-71.616667
ca,corner brook,48.95,-57.933333
ca,cornwall,45.016667,-74.733333
ca,cornwall,46.24,-63.21
ca,courtenay,49.683333,-125
ca,cowansville,45.2,-72.75
ca,crabtree,45.966667,-73.466667
ca,cranbrook,49.516667,-115.766667
ca,creemore,44.316667,-80.1
ca,creston,49.1,-116.516667
ca,crossfield,51.433333,-114.033333
ca,crystal beach,45.05,-79.4
ca,cumberland,49.616667,-125.016667
ca,dalhousie,48.066667,-66.366667
ca,dalmeny,52.333333,-106.783333
ca,danville,45.783333,-72.016667
ca,dauphin,51.15,-100.05
ca,davidson,51.266667,-105.966667
ca,dawson creek,55.766667,-120.233333
ca,deep river,46.166667,-77.566667
ca,deer lake,49.183333,-57.433333
ca,delhi,42.85,-80.5
ca,deloraine,49.183333,-100.5
ca,desbiens,48.416667,-71.95
ca,deseronto,44.2,-77.033333
ca,devon,53.366667,-113.733333
ca,didsbury,51.666667,-114.133333
ca,digby,44.6,-65.75
ca,disraeli,45.9,-71.35
ca,dolbeau,48.866667,-72.233333
ca,donnacona,46.666667,-71.733333
ca,drayton valley,53.216667,-114.983333
ca,dresden,42.583333,-82.166667
ca,drumheller,51.466667,-112.7
ca,drummondville,45.883333,-72.483333
ca,dryden,49.783333,-92.833333
ca,duncan,48.783333,-123.7
ca,dunnville,42.9,-79.616667
ca,durham,44.183333,-80.816667
ca,east angus,45.483333,-71.666667
ca,edmonton,53.55,-113.5
ca,edmundston,47.366667,-68.333333
ca,edson,53.583333,-116.416667
ca,eganville,45.533333,-77.1
ca,elk point,53.9,-110.9
ca,elliot lake,46.383333,-82.65
ca,elmira,43.6,-80.55
ca,elmvale,44.583333,-79.866667
ca,enderby,50.55,-119.133333
ca,englehart,47.816667,-79.866667
ca,erin,43.766667,-80.066667
ca,espanola,46.25,-81.766667
ca,essex,42.166667,-82.816667
ca,esterhazy,50.65,-102.083333
ca,estevan,49.15,-103
ca,eston,51.15,-108.75
ca,exeter,43.35,-81.483333
ca,fairview,56.066667,-118.4
ca,farnham,45.283333,-72.966667
ca,fenelon falls,44.533333,-78.75
ca,fergus,43.7,-80.366667
ca,ferme-neuve,46.7,-75.45
ca,fernie,49.5,-115.066667
ca,flin flon,54.766667,-101.883333
ca,foam lake,51.65,-103.533333
ca,forest,43.1,-82
ca,forestville,48.733333,-69.066667
ca,fort erie,42.9,-78.933333
ca,fort frances,48.616667,-93.416667
ca,fort nelson,58.816667,-122.533333
ca,fort saint james,54.433333,-124.25
ca,fort saint john,56.25,-120.833333
ca,fredericton,45.95,-66.633333
ca,fruitvale,49.116667,-117.55
ca,gambo,48.783333,-54.216667
ca,gananoque,44.333333,-76.166667
ca,gander,48.95,-54.55
ca,gaspe,48.833333,-64.483333
ca,georgetown,43.65,-79.933333
ca,geraldton,49.716667,-86.966667
ca,gibsons,49.4,-123.5
ca,gimli,50.633333,-97
ca,glace bay,46.2,-59.966667
ca,glencoe,42.75,-81.7
ca,goderich,43.733333,-81.7
ca,golden,51.3,-116.966667
ca,granby,45.383333,-72.733333
ca,grand bank,47.1,-55.783333
ca,grand bend,43.316667,-81.75
ca,grand centre,54.416667,-110.215278
ca,grande prairie,55.166667,-118.8
ca,grande-riviere,48.383333,-64.5
ca,grand falls,47.05,-67.733333
ca,grand forks,49.05,-118.466667
ca,grand valley,43.9,-80.316667
ca,gravelbourg,49.883333,-106.55
ca,gravenhurst,44.916667,-79.366667
ca,grenfell,50.416667,-102.916667
ca,grimshaw,56.183333,-117.6
ca,guelph,43.55,-80.25
ca,gull lake,50.1,-108.483333
ca,hagersville,42.95,-80.05
ca,haileybury,47.433333,-79.633333
ca,haines junction,60.75,-137.5
ca,halifax,44.65,-63.6
ca,hamilton,43.25,-79.833333
ca,hampton,45.533333,-65.833333
ca,hanna,51.633333,-111.916667
ca,hanover,44.15,-81.033333
ca,hantsport,45.066667,-64.183333
ca,harbour breton,47.483333,-55.833333
ca,hare bay,48.85,-54.016667
ca,harriston,43.916667,-80.883333
ca,harrow,42.033333,-82.916667
ca,hastings,44.3,-77.95
ca,hauterive,49.183333,-68.266667
ca,havelock,44.433333,-77.883333
ca,havre-saint-pierre,50.25,-63.583333
ca,hawkesbury,45.616667,-74.6
ca,hay river,60.85,-115.7
ca,hearst,49.7,-83.666667
ca,hebertville,48.4,-71.683333
ca,hensall,43.433333,-81.5
ca,high level,58.516667,-117.133333
ca,high prairie,55.433333,-116.483333
ca,high river,50.583333,-113.866667
ca,hinton,53.4,-117.583333
ca,hope,49.383333,-121.433333
ca,hornepayne,49.216667,-84.783333
ca,houston,54.4,-126.65
ca,hudson bay,52.85,-102.383333
ca,humboldt,52.2,-105.116667
ca,huntingdon,45.083333,-74.183333
ca,huntsville,45.333333,-79.216667
ca,indian head,50.533333,-103.666667
ca,ingersoll,43.033333,-80.883333
ca,inuvik,68.35,-133.7
ca,invermere,50.5,-116.033333
ca,inverness,46.233333,-61.283333
ca,iqaluit,63.733333,-68.5
ca,iroquois falls,48.766667,-80.666667
ca,iroquois,44.85,-75.316667
ca,irricana,51.316667,-113.616667
ca,jasper,52.883333,-118.083333
ca,joliette,46.033333,-73.433333
ca,kamloops,50.666667,-120.333333
ca,kamsack,51.566667,-101.9
ca,kanata,45.333333,-75.9
ca,kapuskasing,49.416667,-82.433333
ca,kedgwick,47.633333,-67.333333
ca,kelowna,49.9,-119.483333
ca,kelvington,52.166667,-103.516667
ca,kemptville,45.016667,-75.633333
ca,kenora,49.766667,-94.466667
ca,kensington,46.433333,-63.65
ca,kentville,45.066667,-64.5
ca,kerrobert,51.916667,-109.133333
ca,killam,52.783333,-111.85
ca,killarney,49.183333,-99.666667
ca,kimberley,49.683333,-115.983333
ca,kincardine,44.166667,-81.633333
ca,kindersley,51.466667,-109.133333
ca,kingston,44.233333,-76.483333
ca,kirkland lake,48.15,-80.033333
ca,kitchener,43.45,-80.5
ca,kitimat,54,-128.7
ca,labelle,46.283333,-74.733333
ca,lac-au-saumon,48.416667,-67.333333
ca,lac du bonnet,50.266667,-96.05
ca,lachute,45.65,-74.333333
ca,lac-megantic,45.583333,-70.883333
ca,lacolle,45.083333,-73.366667
ca,lacombe,52.466667,-113.733333
ca,ladysmith,48.983333,-123.816667
ca,lake cowichan,48.816667,-124.033333
ca,lakefield,44.433333,-78.266667
ca,la malbaie,47.65,-70.166667
ca,lamont,53.75,-112.783333
ca,langenburg,50.833333,-101.7
